0.00411522633745	0.00411522633745	0.991769547325	
0.00275482093664	0.00275482093664	0.994490358127	
0.0878186968839	0.0028328611898	0.909348441926	
0.00970873786408	0.00970873786408	0.980582524272	
0.0188679245283	0.0188679245283	0.962264150943	
0.00653594771242	0.986928104575	0.00653594771242	
0.327615780446	0.670668953688	0.00171526586621	
0.80073800738	0.173431734317	0.0258302583026	
0.00970873786408	0.980582524272	0.00970873786408	
0.992932862191	0.00353356890459	0.00353356890459	
0.00518134715026	0.989637305699	0.00518134715026	
